order_id,customer_id,order_date,ship_date,ship_mode
OR-303554,CU-102330,2024-02-28,2024-03-03,Second Class
OR-303555,CU-100124,2024-03-21,2024-03-28,Second Class
OR-303556,CU-102273,2022-09-12,2022-09-18,Second Class
OR-303557,CU-102709,2022-11-18,2022-11-24,Same Day
OR-303558,CU-102480,2024-07-12,2024-07-17,First Class
OR-303559,CU-102383,2022-02-19,2022-02-23,Same Day
OR-303560,CU-101242,2022-01-20,2022-01-21,Standard Class
OR-303561,CU-101083,2022-02-12,2022-02-18,Same Day
OR-303562,CU-101793,2024-03-30,2024-03-31,Second Class
OR-303563,CU-101009,2023-04-28,2023-05-03,Same Day
OR-303564,CU-102495,2023-02-08,2023-02-11,Second Class
OR-303565,CU-102799,2024-07-30,2024-07-31,Standard Class
OR-303566,CU-102207,2024-05-07,2024-05-08,Standard Class
OR-303567,CU-101405,2022-10-10,2022-10-17,Same Day
OR-303568,CU-101670,2023-01-30,2023-02-06,First Class
OR-303569,CU-100433,2023-06-20,2023-06-23,Same Day
OR-303570,CU-102208,2023-12-07,2023-12-09,Second Class
OR-303571,CU-100406,2023-01-03,2023-01-07,Same Day
OR-303572,CU-100133,2024-11-26,2024-11-29,Same Day
OR-303573,CU-101165,2022-10-12,2022-10-18,Same Day
OR-303574,CU-102849,2024-12-27,2024-12-29,First Class
OR-303575,CU-100066,2024-06-12,2024-06-18,Same Day
OR-303576,CU-100329,2024-08-23,2024-08-29,Second Class
OR-303577,CU-101766,2024-10-01,2024-10-07,Second Class
OR-303578,CU-101615,2023-05-11,2023-05-12,Same Day
OR-303579,CU-101374,2024-03-20,2024-03-22,First Class
OR-303580,CU-102420,2022-02-05,2022-02-12,Same Day
OR-303581,CU-100225,2024-04-19,2024-04-20,Second Class
OR-303582,CU-101019,2024-03-08,2024-03-09,Second Class
OR-303583,CU-102388,2024-06-23,2024-06-26,Standard Class
OR-303584,CU-100544,2023-03-27,2023-03-31,Standard Class
OR-303585,CU-101279,2023-08-21,2023-08-23,Standard Class
OR-303586,CU-101373,2023-04-05,2023-04-12,Second Class
OR-303587,CU-101262,2024-12-28,2025-01-02,Second Class
OR-303588,CU-102571,2022-02-26,2022-03-02,First Class
OR-303589,CU-101386,2023-02-11,2023-02-16,Same Day
OR-303590,CU-102478,2024-10-31,2024-11-02,Second Class
OR-303591,CU-101444,2022-12-28,2023-01-02,Standard Class
OR-303592,CU-101361,2022-08-12,2022-08-13,Standard Class
OR-303593,CU-102557,2024-08-19,2024-08-21,Same Day
OR-303594,CU-100320,2024-01-27,2024-02-03,Same Day
OR-303595,CU-100392,2023-10-09,2023-10-14,Same Day
OR-303596,CU-102710,2024-11-13,2024-11-18,First Class
OR-303597,CU-100879,2022-07-19,2022-07-22,Second Class
OR-303598,CU-100519,2024-11-24,2024-11-29,Standard Class
OR-303599,CU-101816,2024-10-29,2024-11-04,First Class
OR-303600,CU-102664,2022-11-06,2022-11-07,Same Day
OR-303601,CU-102504,2024-11-06,2024-11-10,First Class
OR-303602,CU-100373,2024-08-01,2024-08-06,First Class
OR-303603,CU-101267,2022-05-26,2022-05-29,Second Class
OR-303604,CU-102388,2022-08-01,2022-08-04,Same Day
OR-303605,CU-101910,2024-02-19,2024-02-24,First Class
OR-303606,CU-101740,2023-08-13,2023-08-14,Standard Class
OR-303607,CU-100654,2022-06-04,2022-06-05,Same Day
OR-303608,CU-102045,2023-12-22,2023-12-27,Second Class
OR-303609,CU-101627,2023-06-02,2023-06-06,Same Day
OR-303610,CU-101350,2024-08-18,2024-08-24,Same Day
OR-303611,CU-100050,2024-06-06,2024-06-08,First Class
OR-303612,CU-100428,2023-08-08,2023-08-13,Second Class
OR-303613,CU-101112,2024-10-05,2024-10-06,First Class
OR-303614,CU-102081,2023-07-31,2023-08-01,Second Class
OR-303615,CU-102089,2024-06-01,2024-06-04,First Class
OR-303616,CU-102498,2023-07-24,2023-07-27,Second Class
OR-303617,CU-100208,2022-04-24,2022-04-30,Same Day
OR-303618,CU-100600,2022-11-26,2022-11-30,Standard Class
OR-303619,CU-100706,2024-02-05,2024-02-08,Standard Class
OR-303620,CU-101864,2024-08-07,2024-08-10,Second Class
OR-303621,CU-102236,2022-01-17,2022-01-24,First Class
OR-303622,CU-101909,2023-11-24,2023-11-26,First Class
OR-303623,CU-102603,2023-08-30,2023-09-02,Same Day
OR-303624,CU-100585,2022-09-03,2022-09-08,First Class
OR-303625,CU-101469,2023-05-23,2023-05-25,Same Day
OR-303626,CU-102827,2022-08-03,2022-08-10,Standard Class
OR-303627,CU-100677,2023-01-06,2023-01-10,Standard Class
OR-303628,CU-100869,2024-06-04,2024-06-09,Standard Class
OR-303629,CU-101585,2023-05-16,2023-05-18,Standard Class
OR-303630,CU-100297,2023-06-09,2023-06-15,Standard Class
OR-303631,CU-102989,2022-09-05,2022-09-12,First Class
OR-303632,CU-102064,2022-04-24,2022-05-01,Second Class
OR-303633,CU-102646,2022-12-07,2022-12-08,Standard Class
OR-303634,CU-100597,2024-09-15,2024-09-17,Standard Class
OR-303635,CU-101714,2023-02-02,2023-02-04,First Class
OR-303636,CU-101493,2022-11-19,2022-11-20,Same Day
OR-303637,CU-101219,2023-05-14,2023-05-15,Same Day
OR-303638,CU-102399,2024-01-19,2024-01-21,First Class
OR-303639,CU-101859,2022-09-13,2022-09-18,Standard Class
OR-303640,CU-101868,2022-07-31,2022-08-01,First Class
OR-303641,CU-100593,2022-11-26,2022-12-03,Standard Class
OR-303642,CU-101738,2023-05-10,2023-05-12,Same Day
OR-303643,CU-102441,2024-06-10,2024-06-13,Same Day
OR-303644,CU-102964,2023-09-16,2023-09-23,Same Day
OR-303645,CU-100506,2023-06-23,2023-06-27,Standard Class
OR-303646,CU-102709,2022-12-09,2022-12-14,Same Day
OR-303647,CU-100173,2024-06-07,2024-06-11,Second Class
OR-303648,CU-100970,2024-06-25,2024-07-01,First Class
OR-303649,CU-101539,2022-03-17,2022-03-18,First Class
OR-303650,CU-102507,2022-05-12,2022-05-14,Same Day
OR-303651,CU-102641,2024-03-20,2024-03-24,Second Class
OR-303652,CU-100699,2024-08-08,2024-08-14,Standard Class
OR-303653,CU-101454,2023-10-07,2023-10-11,Same Day
OR-303654,CU-102262,2024-07-22,2024-07-23,Same Day
OR-303655,CU-101753,2023-07-18,2023-07-21,Second Class
OR-303656,CU-102271,2024-07-05,2024-07-11,Second Class
OR-303657,CU-102506,2022-12-10,2022-12-12,Same Day
OR-303658,CU-101709,2022-02-22,2022-02-23,Standard Class
OR-303659,CU-102680,2022-03-02,2022-03-05,Same Day
OR-303660,CU-102468,2023-04-25,2023-04-29,Second Class
OR-303661,CU-101855,2022-12-12,2022-12-19,Standard Class
OR-303662,CU-102513,2022-08-14,2022-08-18,First Class
OR-303663,CU-100754,2022-07-28,2022-07-31,Second Class
OR-303664,CU-101341,2024-01-18,2024-01-19,Standard Class
OR-303665,CU-100862,2022-12-23,2022-12-29,Standard Class
OR-303666,CU-100067,2023-03-23,2023-03-27,Standard Class
OR-303667,CU-102682,2023-06-24,2023-06-27,Same Day
OR-303668,CU-102953,2022-01-28,2022-02-04,Same Day
OR-303669,CU-102078,2022-04-04,2022-04-06,Second Class
OR-303670,CU-101960,2023-08-13,2023-08-20,First Class
OR-303671,CU-102527,2022-09-25,2022-09-29,Second Class
OR-303672,CU-102354,2024-04-25,2024-04-28,Same Day
OR-303673,CU-102297,2023-08-21,2023-08-24,Second Class
OR-303674,CU-100251,2022-04-14,2022-04-17,Second Class
OR-303675,CU-100205,2022-02-10,2022-02-17,Second Class
OR-303676,CU-101235,2023-04-19,2023-04-23,Second Class
OR-303677,CU-101998,2024-04-27,2024-04-29,Standard Class
OR-303678,CU-100939,2023-01-17,2023-01-20,Second Class
OR-303679,CU-100256,2023-09-26,2023-09-28,Standard Class
OR-303680,CU-102400,2023-06-08,2023-06-15,Second Class
OR-303681,CU-100622,2022-04-15,2022-04-16,First Class
OR-303682,CU-100380,2024-01-24,2024-01-27,Same Day
OR-303683,CU-102255,2024-11-24,2024-11-27,Second Class
OR-303684,CU-101743,2022-05-23,2022-05-25,First Class
OR-303685,CU-100938,2023-11-24,2023-11-30,First Class
OR-303686,CU-102250,2023-08-31,2023-09-04,Second Class
OR-303687,CU-102963,2024-09-29,2024-10-02,Standard Class
OR-303688,CU-101864,2022-04-22,2022-04-23,Same Day
OR-303689,CU-100593,2023-02-03,2023-02-05,First Class
OR-303690,CU-101135,2022-12-24,2022-12-26,Same Day
OR-303691,CU-102993,2022-09-03,2022-09-07,Second Class
OR-303692,CU-101860,2024-04-23,2024-04-29,First Class
OR-303693,CU-102541,2024-09-12,2024-09-18,Second Class
OR-303694,CU-101686,2024-06-25,2024-07-01,Second Class
OR-303695,CU-101634,2023-09-24,2023-09-25,Same Day
OR-303696,CU-101007,2022-10-20,2022-10-23,First Class
OR-303697,CU-102798,2022-06-21,2022-06-24,Second Class
OR-303698,CU-101045,2023-12-02,2023-12-08,Standard Class
OR-303699,CU-100245,2023-01-31,2023-02-03,Standard Class
OR-303700,CU-100554,2024-06-25,2024-06-26,Same Day
OR-303701,CU-102459,2024-09-07,2024-09-11,First Class
OR-303702,CU-100746,2023-04-10,2023-04-13,Standard Class
OR-303703,CU-101932,2022-09-05,2022-09-09,Second Class
OR-303704,CU-100141,2023-07-10,2023-07-12,Standard Class
OR-303705,CU-102847,2022-07-05,2022-07-08,Same Day
OR-303706,CU-101164,2023-10-26,2023-10-30,Same Day
OR-303707,CU-100933,2024-03-01,2024-03-08,Same Day
OR-303708,CU-100782,2022-08-29,2022-08-31,Second Class
OR-303709,CU-101789,2023-08-09,2023-08-12,First Class
OR-303710,CU-100473,2024-04-08,2024-04-09,First Class
OR-303711,CU-101755,2023-06-12,2023-06-15,Standard Class
OR-303712,CU-101569,2022-11-11,2022-11-15,Standard Class
OR-303713,CU-102000,2023-07-30,2023-07-31,First Class
OR-303714,CU-100997,2024-12-15,2024-12-20,Second Class
OR-303715,CU-102028,2024-09-07,2024-09-12,Standard Class
OR-303716,CU-101650,2022-09-12,2022-09-15,Standard Class
OR-303717,CU-100744,2022-04-20,2022-04-21,Standard Class
OR-303718,CU-102810,2024-02-22,2024-02-27,First Class
OR-303719,CU-100790,2024-12-02,2024-12-09,Second Class
OR-303720,CU-102896,2022-12-06,2022-12-08,Second Class
OR-303721,CU-102226,2024-06-28,2024-06-30,Standard Class
OR-303722,CU-102033,2022-09-26,2022-09-27,Standard Class
OR-303723,CU-100268,2024-10-09,2024-10-12,Standard Class
OR-303724,CU-102654,2022-04-25,2022-04-28,Second Class
OR-303725,CU-100025,2022-01-22,2022-01-29,First Class
OR-303726,CU-101628,2022-05-21,2022-05-24,Standard Class
OR-303727,CU-100947,2024-01-20,2024-01-22,First Class
OR-303728,CU-101281,2024-11-09,2024-11-10,First Class
OR-303729,CU-100749,2023-10-08,2023-10-13,First Class
OR-303730,CU-102393,2023-03-31,2023-04-07,Second Class
OR-303731,CU-101418,2022-10-05,2022-10-06,Standard Class
OR-303732,CU-100828,2023-01-11,2023-01-17,First Class
OR-303733,CU-100855,2023-03-27,2023-04-01,Same Day
OR-303734,CU-101088,2023-05-02,2023-05-09,First Class
OR-303735,CU-100059,2024-08-23,2024-08-24,Second Class
OR-303736,CU-102221,2022-07-10,2022-07-11,First Class
OR-303737,CU-101316,2024-11-22,2024-11-26,Second Class
OR-303738,CU-101496,2023-04-22,2023-04-24,First Class
OR-303739,CU-101479,2022-05-05,2022-05-12,Same Day
OR-303740,CU-102196,2024-02-19,2024-02-22,First Class
OR-303741,CU-100285,2023-08-15,2023-08-19,First Class
OR-303742,CU-100121,2022-06-13,2022-06-18,Standard Class
OR-303743,CU-101364,2022-06-09,2022-06-13,First Class
OR-303744,CU-100905,2024-04-17,2024-04-18,First Class
OR-303745,CU-102365,2023-05-20,2023-05-21,Standard Class
OR-303746,CU-100034,2022-08-14,2022-08-18,Second Class
OR-303747,CU-101945,2024-12-02,2024-12-05,Second Class
OR-303748,CU-102561,2024-07-21,2024-07-27,First Class
OR-303749,CU-101136,2023-10-08,2023-10-13,First Class
OR-303750,CU-100537,2024-10-10,2024-10-15,First Class
OR-303751,CU-100054,2023-10-20,2023-10-22,First Class
OR-303752,CU-101542,2022-06-25,2022-06-26,Second Class
OR-303753,CU-101306,2022-05-15,2022-05-17,Standard Class
OR-303754,CU-101986,2023-06-09,2023-06-11,Standard Class
OR-303755,CU-102035,2024-12-13,2024-12-19,Second Class
OR-303756,CU-102163,2024-06-28,2024-07-05,Standard Class
OR-303757,CU-100051,2022-01-28,2022-02-01,Standard Class
OR-303758,CU-101769,2024-08-09,2024-08-13,First Class
OR-303759,CU-101455,2022-03-01,2022-03-05,Same Day
OR-303760,CU-102788,2022-08-29,2022-09-05,First Class
OR-303761,CU-101921,2023-03-14,2023-03-21,Same Day
OR-303762,CU-100724,2023-05-16,2023-05-18,Standard Class
OR-303763,CU-102091,2023-09-15,2023-09-19,Same Day
OR-303764,CU-101103,2022-04-15,2022-04-21,Second Class
OR-303765,CU-100607,2022-04-18,2022-04-24,Same Day
OR-303766,CU-100974,2024-10-26,2024-11-02,Same Day
OR-303767,CU-101124,2022-11-19,2022-11-23,Second Class
OR-303768,CU-102369,2022-05-28,2022-06-03,Standard Class
OR-303769,CU-102356,2024-12-13,2024-12-15,Same Day
OR-303770,CU-101057,2023-09-29,2023-09-30,First Class
OR-303771,CU-102522,2024-01-20,2024-01-23,First Class
OR-303772,CU-100440,2022-03-27,2022-03-30,Same Day
OR-303773,CU-101729,2023-10-16,2023-10-17,Second Class
OR-303774,CU-102796,2022-06-20,2022-06-26,Second Class
OR-303775,CU-100356,2024-08-28,2024-09-03,First Class
OR-303776,CU-101436,2024-10-02,2024-10-03,Second Class
OR-303777,CU-101092,2024-12-02,2024-12-09,Standard Class
OR-303778,CU-102725,2023-12-23,2023-12-29,Same Day
OR-303779,CU-101606,2022-09-06,2022-09-07,Second Class
OR-303780,CU-100083,2023-08-17,2023-08-23,Same Day
OR-303781,CU-100510,2024-05-16,2024-05-18,First Class
OR-303782,CU-102383,2024-03-21,2024-03-27,Same Day
OR-303783,CU-101175,2023-11-30,2023-12-01,First Class
OR-303784,CU-101405,2024-01-26,2024-01-28,First Class
OR-303785,CU-101600,2023-03-16,2023-03-19,First Class
OR-303786,CU-102862,2023-04-29,2023-05-02,Second Class
OR-303787,CU-100720,2023-11-02,2023-11-07,Same Day
OR-303788,CU-102904,2023-07-14,2023-07-20,Same Day
OR-303789,CU-100987,2023-01-12,2023-01-13,Standard Class
OR-303790,CU-102600,2024-01-05,2024-01-07,Second Class
OR-303791,CU-102388,2022-05-25,2022-05-29,Standard Class
OR-303792,CU-100027,2023-08-18,2023-08-20,First Class
OR-303793,CU-101387,2024-09-03,2024-09-04,Same Day
OR-303794,CU-102543,2022-10-12,2022-10-16,Same Day
OR-303795,CU-101543,2023-06-10,2023-06-11,Same Day
OR-303796,CU-102150,2023-11-22,2023-11-26,First Class
OR-303797,CU-100382,2022-08-16,2022-08-22,Standard Class
OR-303798,CU-102997,2022-06-17,2022-06-23,Second Class
OR-303799,CU-101007,2023-01-21,2023-01-23,Standard Class
OR-303800,CU-100505,2023-04-29,2023-05-03,Second Class
OR-303801,CU-102386,2022-12-07,2022-12-11,Same Day
OR-303802,CU-102024,2024-04-29,2024-05-06,Standard Class
OR-303803,CU-101884,2023-06-05,2023-06-06,Same Day
OR-303804,CU-100247,2022-01-11,2022-01-13,Second Class
OR-303805,CU-100824,2022-05-22,2022-05-28,Same Day
OR-303806,CU-100626,2023-05-08,2023-05-11,Second Class
OR-303807,CU-100944,2023-04-27,2023-04-29,Same Day
OR-303808,CU-100735,2023-09-23,2023-09-27,Standard Class
OR-303809,CU-102889,2024-09-21,2024-09-26,First Class
OR-303810,CU-101439,2022-05-29,2022-05-30,Second Class
OR-303811,CU-102780,2022-11-25,2022-11-30,Standard Class
OR-303812,CU-102531,2023-08-15,2023-08-16,First Class
OR-303813,CU-100918,2024-05-08,2024-05-09,Same Day
OR-303814,CU-101530,2023-02-26,2023-02-28,Same Day
OR-303815,CU-100486,2024-05-07,2024-05-09,Same Day
OR-303816,CU-100382,2023-08-12,2023-08-15,Second Class
OR-303817,CU-100688,2023-09-09,2023-09-16,Same Day
OR-303818,CU-100854,2023-12-21,2023-12-27,Same Day
OR-303819,CU-102436,2023-11-06,2023-11-13,Same Day
OR-303820,CU-101062,2024-05-04,2024-05-09,Standard Class
OR-303821,CU-102807,2023-08-15,2023-08-20,Second Class
OR-303822,CU-100457,2022-04-01,2022-04-04,Standard Class
OR-303823,CU-102513,2024-08-16,2024-08-23,Same Day
OR-303824,CU-100441,2023-09-15,2023-09-21,Second Class
OR-303825,CU-100600,2023-06-04,2023-06-07,Standard Class
OR-303826,CU-101352,2024-03-01,2024-03-06,Standard Class
OR-303827,CU-100753,2023-04-01,2023-04-08,Standard Class
OR-303828,CU-100684,2024-05-28,2024-05-30,First Class
OR-303829,CU-100957,2024-03-22,2024-03-25,Standard Class
OR-303830,CU-102710,2023-08-12,2023-08-13,Same Day
OR-303831,CU-100899,2022-11-18,2022-11-23,Standard Class
OR-303832,CU-100127,2022-05-29,2022-06-04,First Class
OR-303833,CU-102393,2022-12-03,2022-12-05,Second Class
OR-303834,CU-101175,2023-07-09,2023-07-10,Same Day
OR-303835,CU-102196,2023-07-01,2023-07-08,First Class
OR-303836,CU-101097,2022-03-03,2022-03-04,Standard Class
OR-303837,CU-101941,2022-04-14,2022-04-16,Same Day
OR-303838,CU-100695,2024-10-21,2024-10-25,Same Day
OR-303839,CU-101475,2024-07-26,2024-07-31,First Class
OR-303840,CU-100146,2022-06-08,2022-06-14,First Class
OR-303841,CU-100600,2022-01-09,2022-01-16,Second Class
OR-303842,CU-101960,2024-12-14,2024-12-20,Second Class
OR-303843,CU-100650,2022-12-31,2023-01-02,Second Class
OR-303844,CU-102979,2024-12-23,2024-12-28,Second Class
OR-303845,CU-102543,2022-03-19,2022-03-25,Same Day
OR-303846,CU-102880,2024-09-17,2024-09-19,Same Day
OR-303847,CU-100957,2023-02-26,2023-03-04,Standard Class
OR-303848,CU-100793,2022-08-28,2022-09-01,First Class
OR-303849,CU-101067,2023-11-29,2023-12-04,Second Class
OR-303850,CU-101007,2024-11-13,2024-11-17,Standard Class
OR-303851,CU-100913,2022-05-07,2022-05-09,Second Class
OR-303852,CU-100064,2022-01-07,2022-01-13,Same Day
OR-303853,CU-100354,2022-03-29,2022-04-02,Standard Class
OR-303854,CU-100917,2022-10-06,2022-10-08,Second Class
OR-303855,CU-101760,2023-11-18,2023-11-22,Standard Class
OR-303856,CU-101287,2024-02-23,2024-02-25,Second Class
OR-303857,CU-102963,2022-04-12,2022-04-17,Same Day
OR-303858,CU-100016,2023-12-18,2023-12-19,First Class
OR-303859,CU-102174,2022-06-08,2022-06-12,First Class
OR-303860,CU-100823,2022-11-14,2022-11-15,Second Class
OR-303861,CU-100697,2024-12-26,2024-12-27,Standard Class
OR-303862,CU-102143,2024-06-06,2024-06-08,Same Day
OR-303863,CU-102510,2023-01-30,2023-02-06,Standard Class
OR-303864,CU-100691,2023-08-13,2023-08-18,First Class
OR-303865,CU-100268,2024-09-18,2024-09-24,Second Class
OR-303866,CU-100739,2023-07-18,2023-07-25,Standard Class
OR-303867,CU-101955,2024-09-10,2024-09-17,Second Class
OR-303868,CU-101020,2022-01-29,2022-02-04,Standard Class
OR-303869,CU-101929,2022-01-27,2022-02-02,First Class
OR-303870,CU-101665,2022-10-12,2022-10-18,First Class
OR-303871,CU-102656,2024-10-16,2024-10-19,Second Class
OR-303872,CU-101131,2023-09-24,2023-09-25,Second Class
OR-303873,CU-100083,2023-02-28,2023-03-05,Second Class
OR-303874,CU-102050,2022-03-19,2022-03-23,First Class
OR-303875,CU-100966,2022-08-19,2022-08-24,Standard Class
OR-303876,CU-100952,2022-08-12,2022-08-17,First Class
OR-303877,CU-101290,2023-05-15,2023-05-22,Second Class
OR-303878,CU-102155,2023-08-18,2023-08-25,First Class
OR-303879,CU-100721,2024-08-27,2024-09-01,Standard Class
OR-303880,CU-100216,2022-07-15,2022-07-16,Second Class
OR-303881,CU-101139,2022-12-27,2022-12-29,Same Day
OR-303882,CU-100920,2022-12-15,2022-12-17,First Class
OR-303883,CU-100446,2022-09-06,2022-09-11,Standard Class
OR-303884,CU-102161,2022-08-12,2022-08-13,Same Day
OR-303885,CU-101304,2024-05-02,2024-05-05,Second Class
OR-303886,CU-100351,2024-02-25,2024-02-26,Standard Class
OR-303887,CU-100195,2022-09-29,2022-10-04,Same Day
OR-303888,CU-101467,2023-02-20,2023-02-23,Second Class
OR-303889,CU-102395,2023-02-16,2023-02-22,Same Day
OR-303890,CU-100095,2024-08-24,2024-08-25,Second Class
OR-303891,CU-100422,2023-01-14,2023-01-16,Same Day
OR-303892,CU-101088,2024-08-01,2024-08-04,Standard Class
OR-303893,CU-101826,2022-05-10,2022-05-12,Second Class
OR-303894,CU-102539,2023-10-03,2023-10-06,Same Day
OR-303895,CU-100394,2024-05-15,2024-05-20,Same Day
OR-303896,CU-100934,2023-12-05,2023-12-11,Standard Class
OR-303897,CU-102957,2024-07-03,2024-07-09,Same Day
OR-303898,CU-100129,2024-07-27,2024-08-02,Second Class
OR-303899,CU-100987,2024-12-12,2024-12-13,Standard Class
OR-303900,CU-101859,2023-09-01,2023-09-02,Second Class
OR-303901,CU-101205,2024-12-31,2025-01-04,Second Class
OR-303902,CU-100798,2024-05-29,2024-06-01,First Class
OR-303903,CU-100419,2023-12-06,2023-12-10,Standard Class
OR-303904,CU-100818,2023-12-08,2023-12-09,First Class
OR-303905,CU-102895,2023-08-05,2023-08-12,Same Day
OR-303906,CU-101484,2022-09-03,2022-09-06,First Class
OR-303907,CU-100053,2022-07-29,2022-08-03,Standard Class
OR-303908,CU-102436,2024-09-22,2024-09-23,Second Class
OR-303909,CU-102414,2023-08-06,2023-08-12,Second Class
OR-303910,CU-100149,2022-05-21,2022-05-28,Second Class
OR-303911,CU-102224,2022-11-03,2022-11-05,First Class
OR-303912,CU-100822,2023-11-19,2023-11-23,Second Class
OR-303913,CU-101066,2022-03-23,2022-03-27,First Class
OR-303914,CU-100341,2023-09-04,2023-09-11,Standard Class
OR-303915,CU-102868,2022-11-02,2022-11-09,Second Class
OR-303916,CU-102219,2024-01-31,2024-02-06,First Class
OR-303917,CU-100610,2022-08-30,2022-09-06,Same Day
OR-303918,CU-102651,2022-04-17,2022-04-18,Same Day
OR-303919,CU-102994,2022-01-27,2022-02-02,Same Day
OR-303920,CU-101157,2024-02-08,2024-02-10,Second Class
OR-303921,CU-101307,2023-04-16,2023-04-17,Standard Class
OR-303922,CU-101307,2024-04-08,2024-04-12,Second Class
OR-303923,CU-101579,2022-01-05,2022-01-12,Second Class
OR-303924,CU-100992,2023-01-27,2023-01-30,First Class
OR-303925,CU-102386,2024-10-23,2024-10-24,Standard Class
OR-303926,CU-101812,2022-10-25,2022-10-30,Standard Class
OR-303927,CU-101342,2022-04-13,2022-04-18,First Class
OR-303928,CU-102150,2022-12-11,2022-12-16,Standard Class
OR-303929,CU-101468,2023-08-24,2023-08-26,Second Class
OR-303930,CU-102390,2023-07-07,2023-07-13,Standard Class
OR-303931,CU-100876,2024-04-03,2024-04-08,Second Class
OR-303932,CU-101412,2023-08-13,2023-08-19,Standard Class
